ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	кадр	блоб	bbox	площадь	rgb	score
1271	65	1.951	стакан-марка-красная	13.9	24.9	порода-в-тени	1.143	24.9	-1.0	8.0	8.1	маска	DJI_20260813183727_0015_Z_03m32s.jpg	27	1746,88,13,7	62	86,83,71	199.7
1272	244	1.954	стакан-марка-красная	13.5	27.8	корка-жёлтая-на-скале	1.122	22.0	1.0	10.0	10.0	маска	DJI_20260813183101_0008_Z.JPG	104	2148,1071,16,11	62	129,122,108	239.7
1273	122	1.956	палка-ручка-пробка	15.2	12.5	снег-розовый	1.025	88.2	-1.0	9.0	9.1	маска	C0049_00m18s.png	79	1321,747,4,4	12	206,200,185	43.3
1274	66	1.957	стакан-марка-красная	15.7	0.8	корка-жёлтая-на-скале	0.953	49.0	-3.0	8.0	8.5	маска	DJI_20260813183727_0015_Z_03m32s.jpg	75	1879,141,4,2	8	120,121,107	23.6
1275	245	1.957	стакан-марка-красная	15.3	12.2	корка-жёлтая-на-скале	0.870	37.6	-2.0	9.0	9.2	маска	DJI_20260813183101_0008_Z.JPG	68	703,2089,10,21	102	111,109,94	396.4
1276	246	1.957	стакан-марка-красная	15.7	1.2	корка-жёлтая-на-скале	0.952	48.6	-3.0	8.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	281	2471,785,2,4	8	114,114,101	22.4
1277	67	1.958	стакан-марка-красная	15.3	12.3	корка-жёлтая-на-скале	0.873	37.5	-2.0	9.0	9.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	48	444,599,5,4	19	91,87,73	65.5
1278	67	1.959	палка-ручка-пробка	15.2	12.9	снег-розовый	1.030	88.6	-1.0	9.0	9.1	маска	DJI_20260813183727_0015_Z_03m32s.jpg	46	1592,874,6,5	20	227,220,203	76.6
1279	262	1.959	стакан-марка-красная	15.7	2.9	корка-жёлтая-на-скале	0.953	46.9	-3.0	8.0	8.5	маска	DJI_20260813183140_0012_Z.JPG	69	11,1291,13,15	90	127,129,113	337.0
1280	68	1.960	палка-ручка-пробка	14.8	18.4	корка-жёлтая-на-скале	0.753	57.3	-2.0	10.0	10.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	6	641,940,22,15	236	161,157,141	887.7
1281	248	1.960	палка-ручка-пробка	15.6	4.7	корка-жёлтая-на-скале	1.152	71.0	-5.0	11.0	12.1	маска	DJI_20260813183028_0002_Z.JPG	160	811,276,6,6	29	163,164,145	98.8
1282	68	1.961	стакан-марка-красная	14.3	22.3	корка-жёлтая-на-скале	1.153	27.5	-1.5	8.0	8.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	51	481,199,3,8	23	74,72,60	59.1
1283	249	1.961	стакан-марка-красная	13.9	25.5	порода-в-тени	1.141	24.3	-1.0	8.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	101	1246,823,12,6	53	60,57,46	169.5
1284	69	1.961	стакан-марка-красная	15.0	16.1	корка-жёлтая-на-скале	0.812	33.7	-1.0	10.0	10.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	34	333,213,8,6	26	102,98,84	91.4
1285	247	1.961	палка-ручка-пробка	15.7	3.7	снег-розовый	1.028	72.0	-2.0	9.0	9.2	маска	DJI_20260813183101_0008_Z.JPG	191	3162,1343,4,9	22	184,182,166	78.7
1286	248	1.963	стакан-марка-красная	15.7	4.3	корка-жёлтая-на-скале	0.956	45.5	-3.0	8.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	179	1504,1232,3,9	25	129,130,114	92.0
1287	70	1.964	стакан-марка-красная	15.7	4.7	корка-жёлтая-на-скале	0.957	45.1	-3.0	8.0	8.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	76	333,951,3,4	11	125,127,113	29.1
1288	263	1.964	палка-ручка-пробка	14.8	18.8	корка-жёлтая-на-скале	0.747	56.9	-2.0	10.0	10.2	маска	DJI_20260813183140_0012_Z.JPG	18	1257,1261,38,25	476	150,145,129	1858.3
1289	173	1.965	стакан-марка-красная	13.9	25.5	порода-охристая	0.886	24.3	16.0	14.0	21.3	маска	DJI_20260813183534_0014_Z_00m31s.jpg	20	1753,337,8,15	82	82,45,34	292.1
1290	264	1.965	палка-ручка-пробка	15.7	5.1	снег-розовый	1.014	80.8	-2.0	9.0	9.2	маска	DJI_20260813183140_0012_Z.JPG	30	459,193,16,18	236	182,180,163	931.6
1291	250	1.967	стакан-марка-красная	15.3	13.3	корка-жёлтая-на-скале	0.962	63.1	-2.0	9.0	9.2	маска	DJI_20260813183028_0002_Z.JPG	292	713,1991,3,4	10	149,145,130	31.8
1292	71	1.969	стакан-марка-красная	14.3	22.9	порода-в-тени	1.150	26.9	-1.5	8.0	8.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	31	1878,303,10,5	30	93,91,79	106.6
1293	97	1.970	палка-ручка-пробка	15.3	13.7	снег-розовый	1.252	89.4	-3.0	10.0	10.4	маска	DJI_20260813183004_0001_Z_03m40s.jpg	16	836,0,13,6	65	216,214,197	229.3
1294	249	1.972	рюкзак-синий	12.4	34.3	порода-в-тени	0.581	4.5	-2.0	-2.0	2.8	маска	DJI_20260813183101_0008_Z.JPG	262	2032,365,3,3	8	12,15,18	30.5
1295	123	1.973	стакан-марка-красная	15.7	7.1	корка-жёлтая-на-скале	0.969	42.7	-3.0	8.0	8.5	маска	C0049_00m18s.png	59	243,754,6,3	15	94,95,83	58.1
1296	174	1.973	стакан-марка-красная	7.3	49.0	порода-в-тени	1.026	0.8	4.0	-1.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	70	132,721,5,6	24	11,0,4	88.7
1297	124	1.974	стакан-марка-красная	13.0	31.2	снег-освещённый	0.125	81.0	-2.0	0.0	2.0	bbox	C0049_00m18s.png	122	811,0,3,2	6	196,201,200	22.4
1298	265	1.974	палка-ручка-пробка	13.9	26.3	корка-жёлтая-на-скале	0.562	49.4	-2.0	11.0	11.2	маска	DJI_20260813183140_0012_Z.JPG	8	1120,1281,42,42	792	139,137,119	3198.0
1299	125	1.975	стакан-марка-красная	15.7	7.4	корка-жёлтая-на-скале	0.972	42.4	-3.0	8.0	8.5	маска	C0049_00m18s.png	40	305,300,12,3	26	95,94,81	86.9
1300	69	1.975	палка-ручка-пробка	15.7	7.5	снег-розовый	1.062	68.2	-2.0	9.0	9.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	53	693,1057,4,4	15	155,154,138	53.5
1301	250	1.975	стакан-марка-красная	13.5	29.0	корка-жёлтая-на-скале	1.156	20.8	1.0	10.0	10.0	маска	DJI_20260813183101_0008_Z.JPG	107	898,1189,9,11	62	99,92,77	234.7
1302	266	1.976	палка-ручка-пробка	15.8	0.4	лишайник-жёлтый-на-камне	1.204	75.3	-4.0	10.0	10.8	маска	DJI_20260813183140_0012_Z.JPG	36	1486,1299,19,19	194	164,165,146	763.5
1303	251	1.977	стакан-марка-красная	15.8	1.2	корка-жёлтая-на-скале	0.674	48.6	-2.0	10.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	12	1057,1230,39,23	527	117,114,99	1997.6
1304	72	1.978	рюкзак-синий	13.3	29.8	порода-в-тени	0.406	9.0	-2.0	-1.0	2.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	20	693,453,6,17	51	24,26,28	178.8
1305	252	1.978	рюкзак-синий	13.3	29.8	порода-в-тени	0.406	9.0	-2.0	-1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	267	2127,215,2,4	8	22,25,28	27.7
1306	253	1.979	стакан-марка-красная	15.8	2.7	корка-жёлтая-на-скале	0.674	47.1	-2.0	10.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	57	968,184,22,11	131	149,145,127	487.9
1307	70	1.979	стакан-марка-красная	15.8	2.7	корка-жёлтая-на-скале	0.694	52.5	-2.0	10.0	10.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	9	1698,991,25,18	211	127,121,105	770.7
1308	126	1.981	стакан-марка-красная	12.0	36.1	снег-освещённый	0.182	85.9	-1.0	0.0	1.0	маска	C0049_00m18s.png	60	907,155,4,5	16	213,215,215	58.0
1309	254	1.981	стакан-марка-красная	14.8	20.2	корка-жёлтая-на-скале	1.118	29.6	-2.0	8.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	287	288,1190,3,3	8	77,74,63	20.7
1310	73	1.983	палка-ручка-пробка	14.9	19.4	снег-розовый	1.104	95.1	0.0	9.0	9.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	36	722,924,5,7	23	247,238,221	88.3
1311	74	1.984	стакан-марка-красная	15.8	4.7	корка-жёлтая-на-скале	0.680	45.1	-2.0	10.0	10.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	16	469,609,16,5	68	111,106,90	247.6
1312	255	1.984	палка-ручка-пробка	14.8	20.4	корка-жёлтая-на-скале	0.724	55.3	-2.0	10.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	61	919,1553,13,15	124	183,179,163	449.4
1313	256	1.985	стакан-марка-красная	15.7	9.4	корка-жёлтая-на-скале	0.988	40.4	-3.0	8.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	216	431,1959,4,7	18	106,107,93	59.1
1314	75	1.987	стакан-марка-красная	13.9	27.1	порода-в-тени	1.135	22.7	-1.0	8.0	8.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	87	1892,311,3,2	6	56,53,42	19.6
1315	257	1.989	стакан-марка-красная	14.8	20.8	корка-жёлтая-на-скале	1.130	29.0	-2.0	8.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	102	1262,1410,16,10	77	67,64,54	242.8
1316	76	1.991	палка-ручка-пробка	14.9	20.0	снег-розовый	1.116	95.7	0.0	9.0	9.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	55	1282,1039,7,4	15	246,238,222	51.0
1317	175	1.992	стакан-марка-красная	15.2	16.7	корка-жёлтая-на-скале	1.067	33.1	-2.5	8.0	8.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	139	1429,889,3,4	11	79,77,64	41.0
1318	251	1.993	стакан-марка-красная	15.7	10.6	корка-жёлтая-на-скале	1.053	60.4	-3.0	8.0	8.5	маска	DJI_20260813183028_0002_Z.JPG	301	988,1574,3,4	10	143,144,129	29.9
1319	258	1.993	рюкзак-синий	13.3	30.6	порода-в-тени	0.434	8.2	-2.0	-1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	243	2129,221,2,6	12	22,24,25	39.2
1320	176	1.998	стакан-марка-красная	14.9	20.6	порода-охристая	0.865	29.2	16.0	15.0	21.9	маска	DJI_20260813183534_0014_Z_00m31s.jpg	23	1742,193,11,16	76	96,57,44	268.1
1321	98	2.003	рюкзак-синий	12.4	35.7	порода-в-тени	0.629	3.1	-2.0	-2.0	2.8	маска	DJI_20260813183004_0001_Z_03m40s.jpg	62	1489,97,2,6	12	5,10,14	40.2
1322	127	2.005	стакан-марка-красная	15.8	9.4	корка-жёлтая-на-скале	0.723	40.4	-2.0	10.0	10.2	маска	C0049_00m18s.png	18	1809,697,23,8	55	101,97,89	147.5
1323	177	2.005	стакан-марка-красная	15.3	17.3	корка-жёлтая-на-скале	0.960	32.5	-2.0	9.0	9.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	68	1436,976,7,6	24	86,83,69	93.1
1324	71	2.008	стакан-марка-красная	13.9	28.2	порода-в-тени	1.133	21.6	-1.0	8.0	8.1	маска	DJI_20260813183727_0015_Z_03m32s.jpg	55	184,1032,6,5	18	116,114,102	52.6
1325	259	2.008	палка-ручка-пробка	15.5	14.5	снег-розовый	0.883	90.2	1.0	8.0	8.1	маска	DJI_20260813183101_0008_Z.JPG	99	3071,551,15,12	66	232,224,212	248.4
1326	72	2.012	рюкзак-синий	12.4	36.1	порода-в-тени	0.643	2.7	-2.0	-2.0	2.8	маска	DJI_20260813183727_0015_Z_03m32s.jpg	71	799,770,4,2	8	4,8,11	30.0
1327	77	2.014	стакан-марка-красная	15.7	13.3	корка-жёлтая-на-скале	1.034	36.5	-3.0	8.0	8.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	67	381,739,3,4	12	112,112,99	36.7
1328	178	2.016	палка-ручка-пробка	16.1	1.2	лишайник-жёлтый-на-камне	1.434	74.5	-9.0	15.0	17.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	34	261,735,12,9	50	124,120,105	192.2
1329	252	2.019	стакан-марка-красная	14.2	26.9	корка-жёлтая-на-скале	1.086	22.9	0.0	10.0	10.0	маска	DJI_20260813183028_0002_Z.JPG	237	984,1015,7,3	13	67,61,46	50.9
1330	253	2.021	стакан-марка-красная	10.0	44.3	снег-освещённый	0.537	94.1	1.0	0.0	1.0	маска	DJI_20260813183028_0002_Z.JPG	325	3368,952,3,3	8	237,235,236	23.8
1331	179	2.026	стакан-марка-красная	11.7	39.4	порода-охристая	1.250	10.4	17.0	11.0	20.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	111	1762,221,5,4	17	56,23,15	53.1
1332	254	2.028	стакан-марка-красная	14.8	23.5	снег-розовый	0.914	73.3	-2.0	8.0	8.2	маска	DJI_20260813183028_0002_Z.JPG	263	1475,1182,4,5	13	200,198,185	42.3
1333	99	2.032	рюкзак-синий	13.3	32.5	порода-в-тени	0.504	6.3	-2.0	-1.0	2.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	96	1618,738,3,2	6	12,16,17	19.5
1334	260	2.035	стакан-марка-красная	16.1	7.8	корка-жёлтая-на-скале	0.864	42.0	-3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	218	433,213,3,6	16	121,121,106	57.7
1335	261	2.036	палка-ручка-пробка	15.8	13.7	снег-розовый	1.319	89.4	-4.0	10.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	21	423,2014,18,31	298	185,184,167	1118.6
1336	128	2.037	стакан-марка-красная	12.0	38.4	снег-освещённый	0.365	88.2	-1.0	2.0	2.2	маска	C0049_00m18s.png	44	1847,555,4,6	22	213,213,207	81.4
1337	267	2.037	стакан-марка-красная	14.3	27.3	снег-розовый	0.801	77.1	-2.0	7.0	7.3	bbox	DJI_20260813183140_0012_Z.JPG	296	1214,1327,3,2	6	193,190,177	15.1
1338	262	2.038	палка-ручка-пробка	15.8	13.9	снег-розовый	1.322	89.6	-4.0	10.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	120	87,138,14,8	54	193,194,176	193.8
1339	263	2.038	палка-ручка-пробка	15.8	13.9	снег-розовый	0.899	89.6	0.0	8.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	149	1179,1317,16,7	42	223,218,205	134.2
1340	264	2.039	стакан-марка-красная	15.7	16.1	корка-жёлтая-на-скале	1.077	33.7	-3.0	8.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	109	258,583,6,12	58	92,92,77	228.5
1341	255	2.039	стакан-марка-красная	10.7	43.1	снег-освещённый	0.489	92.9	0.5	-1.0	1.1	bbox	DJI_20260813183028_0002_Z.JPG	364	2624,414,2,3	6	233,232,234	16.3
1342	265	2.040	палка-ручка-пробка	15.8	14.1	снег-розовый	1.324	89.8	-4.0	10.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	163	880,1112,7,7	33	221,222,203	116.4
1343	266	2.048	палка-ручка-пробка	15.3	20.8	корка-жёлтая-на-скале	0.772	54.9	-3.0	10.0	10.4	маска	DJI_20260813183101_0008_Z.JPG	210	873,1109,5,4	17	139,138,119	63.1
1344	256	2.048	стакан-марка-красная	16.1	10.2	корка-жёлтая-на-скале	0.945	60.0	-3.0	9.0	9.5	маска	DJI_20260813183028_0002_Z.JPG	20	444,66,25,31	254	121,118,106	903.3
1345	73	2.048	рюкзак-синий	12.4	37.6	порода-в-тени	0.698	1.2	-2.0	-2.0	2.8	маска	DJI_20260813183727_0015_Z_03m32s.jpg	67	808,763,3,6	11	0,3,6	35.1
1346	129	2.049	стакан-марка-красная	13.4	32.9	снег-розовый	0.752	82.7	-1.0	7.0	7.1	bbox	C0049_00m18s.png	124	936,1045,3,2	6	208,204,190	22.0
1347	78	2.054	палка-ручка-пробка	15.2	21.6	снег-розовый	1.183	97.3	-1.0	9.0	9.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	42	926,941,7,6	20	246,242,225	73.4
1348	130	2.056	стакан-марка-красная	16.1	11.4	корка-жёлтая-на-скале	0.903	38.4	-3.0	9.0	9.5	маска	C0049_00m18s.png	27	385,985,15,4	37	92,92,79	136.0
1349	180	2.058	стакан-марка-красная	12.4	38.0	порода-в-тени	0.708	11.8	-1.0	4.0	4.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	148	405,553,4,3	9	39,40,34	37.5
1350	268	2.060	палка-ручка-пробка	15.3	21.8	корка-жёлтая-на-скале	0.761	53.9	-3.0	10.0	10.4	маска	DJI_20260813183140_0012_Z.JPG	13	738,964,28,27	501	144,144,127	2174.3
1351	79	2.063	стакан-марка-красная	15.3	22.0	корка-жёлтая-на-скале	1.064	27.8	-2.0	9.0	9.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	64	1848,65,3,6	15	64,63,53	40.5
1352	181	2.064	стакан-марка-красная	12.5	37.6	порода-охристая	1.207	12.2	17.0	12.0	20.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	78	1433,702,8,3	24	59,25,15	84.6
1353	269	2.064	стакан-марка-красная	15.7	18.4	корка-жёлтая-на-скале	1.118	31.4	-3.0	8.0	8.5	маска	DJI_20260813183140_0012_Z.JPG	157	881,773,6,6	28	85,86,73	86.7
1354	257	2.065	палка-ручка-пробка	16.4	6.9	корка-жёлтая-на-скале	1.160	68.8	-5.0	10.0	11.2	маска	DJI_20260813183028_0002_Z.JPG	81	209,5,6,12	63	164,167,148	235.5
1355	270	2.065	стакан-марка-красная	10.2	45.5	снег-розовый	0.656	95.3	1.0	3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	120	3434,0,9,6	41	240,235,228	152.4
1356	267	2.068	палка-ручка-пробка	16.1	12.9	снег-розовый	1.145	88.6	-3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	54	1138,1327,22,14	137	186,185,169	500.2
1357	258	2.069	стакан-марка-красная	14.4	28.4	корка-жёлтая-на-скале	1.212	21.4	-1.0	9.0	9.1	маска	DJI_20260813183028_0002_Z.JPG	144	1101,367,8,10	28	68,64,50	107.9
1358	268	2.069	стакан-марка-красная	16.6	0.8	корка-жёлтая-на-скале	1.013	50.6	-4.0	8.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	242	927,1301,5,6	13	127,131,117	39.5
1359	271	2.070	палка-ручка-пробка	16.6	1.4	снег-розовый	0.902	77.1	-2.0	8.0	8.2	маска	DJI_20260813183140_0012_Z.JPG	239	1205,1332,4,4	11	192,190,176	30.9
1360	74	2.070	палка-ручка-пробка	16.1	13.5	снег-розовый	1.040	89.2	-2.0	8.5	8.7	маска	DJI_20260813183727_0015_Z_03m32s.jpg	61	1713,49,4,3	11	205,202,186	43.8
1361	269	2.070	стакан-марка-красная	15.8	17.3	корка-жёлтая-на-скале	0.866	32.5	-2.0	10.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	76	2043,120,15,12	90	105,102,87	353.4
1362	182	2.070	стакан-марка-красная	14.8	26.3	порода-в-тени	1.131	23.5	-2.0	8.0	8.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	181	1271,1045,2,3	6	59,58,46	23.6
1363	270	2.071	палка-ручка-пробка	16.1	13.3	снег-розовый	1.150	89.0	-3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	139	2860,1529,9,11	48	199,199,181	158.5
1364	272	2.071	палка-ручка-пробка	16.6	2.7	снег-розовый	0.902	78.4	-2.0	8.0	8.2	маска	DJI_20260813183140_0012_Z.JPG	122	1178,1350,11,5	41	195,193,178	142.7
1365	271	2.073	палка-ручка-пробка	15.7	19.2	снег-розовый	1.182	94.9	-2.0	9.0	9.2	маска	DJI_20260813183101_0008_Z.JPG	196	453,1992,8,7	20	245,243,229	73.0
1366	183	2.074	палка-ручка-пробка	16.1	13.7	лишайник-жёлтый-на-камне	1.638	89.4	-9.0	15.0	17.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	74	442,325,7,4	24	206,216,191	86.3
1367	273	2.075	палка-ручка-пробка	16.6	4.3	снег-розовый	0.905	80.0	-2.0	8.0	8.2	маска	DJI_20260813183140_0012_Z.JPG	285	3495,77,2,4	8	203,198,185	20.8
1368	184	2.079	палка-древко-контроль	16.0	15.5	снег-освещённый	1.317	57.1	-9.0	1.0	9.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	60	342,418,11,9	35	121,140,133	107.1
1369	131	2.080	стакан-марка-красная	12.0	40.2	снег-освещённый	0.329	90.0	-1.0	0.0	1.0	маска	C0049_00m18s.png	29	1290,548,7,7	39	213,215,216	131.3
1370	272	2.081	палка-ручка-пробка	16.1	14.5	снег-розовый	1.166	90.2	-3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	220	901,998,6,3	17	225,225,210	54.6
1371	273	2.081	стакан-марка-красная	16.6	6.3	корка-жёлтая-на-скале	1.019	43.5	-4.0	8.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	94	1193,1419,11,13	74	111,113,98	271.4
1372	75	2.082	рюкзак-синий	13.3	34.9	порода-в-тени	0.589	3.9	-2.0	-1.0	2.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	64	873,722,4,3	10	15,21,21	38.9
1373	185	2.083	стакан-марка-красная	13.0	36.5	порода-охристая	1.120	13.3	16.0	13.0	20.6	маска	DJI_20260813183534_0014_Z_00m31s.jpg	202	1801,196,3,3	8	69,36,26	20.1
1374	274	2.085	стакан-марка-красная	11.0	43.7	снег-освещённый	0.534	93.5	0.0	2.0	2.0	bbox	DJI_20260813183140_0012_Z.JPG	288	3527,44,2,3	6	237,236,232	20.4
1375	275	2.086	стакан-марка-красная	16.6	7.5	корка-жёлтая-на-скале	1.063	57.3	-4.0	8.0	8.9	маска	DJI_20260813183140_0012_Z.JPG	130	1825,1543,10,6	39	133,136,121	120.2
1376	132	2.087	стакан-марка-красная	12.2	40.0	снег-освещённый	0.345	89.8	-1.0	-1.0	1.4	маска	C0049_00m18s.png	28	1583,477,10,4	36	206,210,210	133.6
1377	276	2.087	стакан-марка-красная	10.2	46.3	снег-розовый	0.683	96.1	1.0	3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	53	3288,250,11,15	118	242,237,231	460.3
1378	80	2.088	палка-ручка-пробка	15.7	20.4	снег-розовый	1.205	96.1	-2.0	9.0	9.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	23	943,941,5,12	41	245,240,223	155.5
1379	259	2.091	стакан-марка-красная	11.0	44.1	снег-освещённый	0.501	93.9	0.0	1.0	1.0	bbox	DJI_20260813183028_0002_Z.JPG	356	2699,452,2,3	6	237,237,235	17.6
1380	186	2.092	стакан-марка-красная	12.5	38.8	порода-охристая	1.240	11.0	17.0	12.0	20.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	195	333,1009,4,2	8	61,29,21	20.9
1381	81	2.093	стакан-марка-красная	15.7	20.8	корка-жёлтая-на-скале	1.165	29.0	-3.0	8.0	8.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	70	1895,247,5,5	12	94,93,80	32.7
1382	260	2.094	палка-ручка-пробка	16.7	4.1	корка-жёлтая-на-скале	1.348	71.6	-8.0	12.5	14.8	маска	DJI_20260813183028_0002_Z.JPG	183	1165,324,5,7	25	167,173,155	81.2
1383	274	2.096	палка-ручка-пробка	16.1	16.1	снег-розовый	1.188	91.8	-3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	230	994,1354,5,4	14	234,234,219	45.8
1384	133	2.096	стакан-марка-красная	12.4	39.6	снег-освещённый	0.396	89.4	-1.0	-2.0	2.2	маска	C0049_00m18s.png	107	939,61,4,2	8	215,220,224	27.1
1385	275	2.096	стакан-марка-красная	16.1	16.1	корка-жёлтая-на-скале	0.978	33.7	-3.0	9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	117	1728,628,12,9	55	126,127,111	207.8
1386	261	2.097	стакан-марка-красная	11.0	44.3	снег-освещённый	0.507	94.1	0.0	1.0	1.0	маска	DJI_20260813183028_0002_Z.JPG	255	2991,962,7,2	14	237,236,235	45.1
1387	76	2.098	рюкзак-синий	13.3	35.7	порода-в-тени	0.617	3.1	-2.0	-1.0	2.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	51	864,717,4,8	17	11,16,17	62.7
1388	276	2.100	стакан-марка-красная	16.2	15.3	корка-жёлтая-на-скале	0.845	34.5	-2.5	10.0	10.3	маска	DJI_20260813183101_0008_Z.JPG	93	1141,1353,10,12	71	112,110,94	275.0
1389	277	2.101	рюкзак-синий	13.5	34.9	порода-в-тени	0.642	3.9	0.0	-0.5	0.5	bbox	DJI_20260813183101_0008_Z.JPG	289	1957,301,2,3	6	13,14,14	20.4
1390	262	2.102	стакан-марка-красная	11.0	44.5	снег-освещённый	0.514	94.3	0.0	1.0	1.0	маска	DJI_20260813183028_0002_Z.JPG	310	2124,595,4,3	8	237,237,235	27.7
1391	134	2.103	стакан-марка-красная	12.6	38.8	снег-розовый	0.661	88.6	-1.0	5.0	5.1	маска	C0049_00m18s.png	36	1749,577,4,8	26	204,202,193	100.6
1392	278	2.103	стакан-марка-красная	16.6	10.6	корка-жёлтая-на-скале	1.053	39.2	-4.0	8.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	171	8,1064,5,8	27	111,114,98	101.7
1393	100	2.103	палка-ручка-пробка	16.1	16.8	снег-розовый	1.201	92.5	-3.0	9.0	9.5	маска	DJI_20260813183004_0001_Z_03m40s.jpg	50	507,292,6,4	20	232,233,217	64.1
1394	277	2.103	палка-ручка-пробка	16.1	16.8	снег-розовый	1.201	92.5	-3.0	9.0	9.5	маска	DJI_20260813183140_0012_Z.JPG	74	1134,97,10,12	67	236,234,219	310.1
1395	278	2.107	стакан-марка-красная	11.0	44.7	снег-освещённый	0.521	94.5	0.0	1.0	1.0	маска	DJI_20260813183140_0012_Z.JPG	220	1145,114,4,3	11	234,233,231	38.6
1396	263	2.110	стакан-марка-красная	14.8	28.6	порода-в-тени	1.125	21.2	-2.0	8.0	8.2	маска	DJI_20260813183028_0002_Z.JPG	327	1130,1873,2,3	6	59,60,46	23.6
1397	264	2.111	стакан-марка-красная	11.0	44.7	снег-освещённый	0.505	94.5	0.0	0.0	0.0	маска	DJI_20260813183028_0002_Z.JPG	111	2702,434,9,14	50	237,236,235	153.3
1398	279	2.111	стакан-марка-красная	11.0	44.7	снег-освещённый	0.564	94.5	0.0	2.0	2.0	маска	DJI_20260813183140_0012_Z.JPG	56	3535,9,13,14	113	239,238,234	440.7
1399	265	2.111	стакан-марка-красная	11.2	44.3	снег-освещённый	0.507	94.1	0.0	-1.0	1.0	маска	DJI_20260813183028_0002_Z.JPG	339	2053,1037,3,3	7	236,237,239	21.2
1400	280	2.111	стакан-марка-красная	11.2	44.3	снег-освещённый	0.618	94.1	0.0	3.0	3.0	маска	DJI_20260813183140_0012_Z.JPG	225	3438,191,3,4	10	239,236,231	35.1
1401	266	2.113	стакан-марка-красная	11.0	44.9	снег-освещённый	0.527	94.7	0.0	1.0	1.0	маска	DJI_20260813183028_0002_Z.JPG	262	3000,956,8,4	15	237,237,235	42.7
1402	281	2.113	стакан-марка-красная	11.0	44.9	снег-освещённый	0.527	94.7	0.0	1.0	1.0	маска	DJI_20260813183140_0012_Z.JPG	144	677,475,8,6	28	233,233,231	104.9
